ID,Nombre,Marca,Categoria,Precio Lista,Precio Venta,Descuento %,URL Imagen,URL Producto
51303,Camisa Ml Enxuto Cotton Tech Listra Fina,RESERVA,Reserva > Masculino > Camisas > Coleção,699,349.9,50,https://lojausereserva.vtexassets.com/arquivos/ids/12444429/0097913037_01.jpg?v=639071894060500000,https://www.usereserva.com/camisa-ml-enxuto-cotton-tech-listra-fina-0097913-037/p
51307,Sunga Lisa Bicolor,RESERVA,Reserva > Masculino > Sungas > Coleção,299,208.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/12444109/0097931974_01.jpg?v=639071895857400000,https://www.usereserva.com/sunga-lisa-bicolor-0097931-974/p
49835,Camisa Ml Xadrez Camp,RESERVA,Reserva > Masculino > Camisas > Coleção,569,454.9,20,https://lojausereserva.vtexassets.com/arquivos/ids/12371190/0092828040_01.jpg?v=639072034444800000,https://www.usereserva.com/camisa-ml-xadrez-camp-0092828-040/p
51830,Polo Bordada Reserva,RESERVA,Reserva > Masculino > Polos > Coleção,299,159.9,47,https://lojausereserva.vtexassets.com/arquivos/ids/12473631/0102640312_01.jpg?v=639076585039670000,https://www.usereserva.com/polo-bordada-reserva-0102640-312/p
45674,Camisa Ml Enxuto Micro Vichy,RESERVA,Reserva > Masculino > Camisas > Coleção,649,453.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/12211830/0082799006_01.jpg?v=639065074665900000,https://www.usereserva.com/camisa-ml-enxuto-micro-vichy-0082799-006/p
98780,Camiseta Reserva Red Bird,RESERVA,Reserva > Masculino > Camisetas > Coleção,199,199,0,https://lojausereserva.vtexassets.com/arquivos/ids/12537664/0101840312_01.jpg?v=639095465240930000,https://www.usereserva.com/camiseta-reserva-red-bird-0101840-312/p
51176,Calca Moletinho New,RESERVA,Reserva > Masculino > Calças > Coleção,459,412.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12437520/0100263466_01.jpg?v=639071991317130000,https://www.usereserva.com/calca-moletinho-new-0100263-466/p
5894,Cueca Boxer Algodão Reserva,RESERVA,Reserva > Masculino > Cuecas > Coleção,89,89,0,https://lojausereserva.vtexassets.com/arquivos/ids/11148653/0059183040_01.jpg?v=639071186722830000,https://www.usereserva.com/cueca-boxer-algodao-reserva-0059183-040/p
51433,Bermuda Casual Iron,RESERVA,Reserva > Masculino > Bermudas e Shorts > Coleção,499,398.9,20,https://lojausereserva.vtexassets.com/arquivos/ids/12456410/0097897329_01.jpg?v=639071894037570000,https://www.usereserva.com/bermuda-casual-iron-0097897-329/p
85569,Camisa Ml Enxuto Colors,RESERVA,Reserva > Masculino > Camisas > Promoção,559,391.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/10746100/0054129006_01.jpg?v=639071183054100000,https://www.usereserva.com/camisa-ml-enxuto-colors-0054129-006/p
51594,Camisa Ml Enxuto Malha Textech,RESERVA,Reserva > Masculino > Camisas > Coleção,999,499.9,50,https://lojausereserva.vtexassets.com/arquivos/ids/12464394/0097911312_01.jpg?v=639071894036000000,https://www.usereserva.com/camisa-ml-enxuto-malha-textech-0097911-312/p
45717,Bone Sarja Bordado Pica Pau,RESERVA,Reserva > Acessórios > Boné > Coleção,249,249,0,https://lojausereserva.vtexassets.com/arquivos/ids/12210709/0083818017_01.jpg?v=639071226395670000,https://www.usereserva.com/bone-sarja-bordado-pica-pau-0083818-017/p
86364,Sunga Reserva Superfit,RESERVA,Reserva > Masculino > Sungas > Coleção,189,189,0,https://lojausereserva.vtexassets.com/arquivos/ids/11319211/0012304009_01.jpg?v=639071130832800000,https://www.usereserva.com/sunga-reserva-superfit-0012304-009/p
84830,Camiseta Reserva Red Bird,RESERVA,Reserva > Masculino > Camisetas > Coleção,199,199,0,https://lojausereserva.vtexassets.com/arquivos/ids/12446418/0101840040_01.jpg?v=639095465234070000,https://www.usereserva.com/camiseta-reserva-red-bird-0101840-040/p
11312,Camisa Oxford Color Ml,RESERVA,Reserva > Masculino > Camisas > Coleção,499,499,0,https://lojausereserva.vtexassets.com/arquivos/ids/11651521/0046781312_01.jpg?v=639098813222870000,https://www.usereserva.com/camisa-oxford-color-ml-0046781-312/p
87651,Camiseta Estampa Pica Pau Vascaino Vasco,RESERVA,Reserva > Masculino > Camisetas > Coleção,219.9,109.9,50,https://lojausereserva.vtexassets.com/arquivos/ids/12158020/0081191564_01.jpg?v=639036711256200000,https://www.usereserva.com/camiseta-estampa-pica-pau-vascaino-vasco-0081191-564/p
51579,Polo Piquet Denali,RESERVA,Reserva > Masculino > Polos > Coleção,299,299,0,https://lojausereserva.vtexassets.com/arquivos/ids/12463250/0096417040_01.jpg?v=639072052447400000,https://www.usereserva.com/polo-piquet-denali-0096417-040/p
89195,Polo Bata Listrado Oliveiras,RESERVA,Reserva > Masculino > Polos > Coleção,399,358.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12444054/0097990757_01.jpg?v=639071899551700000,https://www.usereserva.com/polo-bata-listrado-oliveiras-0097990-757/p
50413,Jaqueta Puffer Uptown Red Bird,RESERVA,Reserva > Masculino > Casacos e jaquetas > Coleção,999,999,0,https://lojausereserva.vtexassets.com/arquivos/ids/12404547/0090619040_01.jpg?v=639076559597970000,https://www.usereserva.com/jaqueta-puffer-uptown-red-bird-0090619-040/p
51144,Camiseta Maquinetada Mendoza,RESERVA,Reserva > Masculino > Camisetas > Coleção,239,214.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12436772/0097535031_01.jpg?v=639072074022700000,https://www.usereserva.com/camiseta-maquinetada-mendoza-0097535-031/p
83368,Camiseta Regular Bristol,RESERVA,Reserva > Masculino > Camisetas > Coleção,259,129.9,50,https://lojausereserva.vtexassets.com/arquivos/ids/12446417/0096482040_01.jpg?v=639072056010330000,https://www.usereserva.com/camiseta-regular-bristol-0096482-040/p
90307,Camiseta Pima Estampa Minimal Quadrada,RESERVA,Reserva > Masculino > Camisetas > Coleção,299,268.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12259924/0084599040_01.jpg?v=639065074767770000,https://www.usereserva.com/camiseta-pima-estampa-minimal-quadrada-0084599-040/p
1121,Bermuda Casual Linho Ii,RESERVA,Reserva > Masculino > Bermudas e Shorts > Coleção,659,659,0,https://lojausereserva.vtexassets.com/arquivos/ids/10732788/0058626017_01.jpg?v=639098813374730000,https://www.usereserva.com/bermuda-casual-linho-ii-0058626-017/p
84017,Camiseta Slim Pessego Fresh,RESERVA,Reserva > Masculino > Camisetas > Coleção,259,232.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12459098/0098900312_01.jpg?v=639071948065600000,https://www.usereserva.com/camiseta-slim-pessego-fresh-0098900-312/p
5967,Cueca Surton Boxer,RESERVA,Reserva > Masculino > Cuecas > Coleção,99,99,0,https://lojausereserva.vtexassets.com/arquivos/ids/11149101/0059309040_01.jpg?v=639071186736000000,https://www.usereserva.com/cueca-surton-boxer-0059309-040/p
43429,Camiseta Gama Bordado Vasco,RESERVA,Reserva > Masculino > Camisetas > Coleção,159,159,0,https://lojausereserva.vtexassets.com/arquivos/ids/12158893/0087278040_01.jpg?v=639036721996530000,https://www.usereserva.com/camiseta-gama-bordado-vasco-0087278-040/p
51939,Polo Slim One,RESERVA,Reserva > Masculino > Polos > Coleção,259,159.9,38,https://lojausereserva.vtexassets.com/arquivos/ids/12586742/0100560040_01.jpg?v=639065075620730000,https://www.usereserva.com/polo-slim-one-0100560-040/p
2592,Camisa Ml Enxuto Colors,RESERVA,Reserva > Masculino > Camisas > Promoção,559,391.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/10746095/0054129312_01.jpg?v=639071183054470000,https://www.usereserva.com/camisa-ml-enxuto-colors-0054129-312/p
83704,Bermuda Moletom Basico New,RESERVA,Reserva > Masculino > Bermudas e Shorts > Coleção,359,286.9,20,https://lojausereserva.vtexassets.com/arquivos/ids/12454937/0097788545_01.jpg?v=639072088383330000,https://www.usereserva.com/bermuda-moletom-basico-new-0097788-545/p
52325,Sunga Canelada,RESERVA,Reserva > Masculino > Sungas > Coleção,259,180.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/12493203/0097928396_01.jpg?v=639071894131870000,https://www.usereserva.com/sunga-canelada-0097928-396/p
83803,Camisa Ml Flame Leve,RESERVA,Reserva > Masculino > Camisas > Coleção,459,412.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12449537/0098052545_01.jpg?v=639071904846730000,https://www.usereserva.com/camisa-ml-flame-leve-0098052-545/p
51287,Short Praia Basico Textura,RESERVA,Reserva > Masculino > Bermudas e Shorts > Coleção,259,232.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12445308/0097306329_01.jpg?v=639072066811270000,https://www.usereserva.com/short-praia-basico-textura-0097306-329/p
83610,Camiseta Slim Estampada Rsv Cutted,RESERVA,Reserva > Masculino > Camisetas > Coleção,219,174.9,20,https://lojausereserva.vtexassets.com/arquivos/ids/12463281/0097576040_01.jpg?v=639072077617900000,https://www.usereserva.com/camiseta-slim-estampada-rsv-cutted-0097576-040/p
47251,Camiseta Regular Pier,RESERVA,Reserva > Masculino > Camisetas > Coleção,259,206.9,20,https://lojausereserva.vtexassets.com/arquivos/ids/12269913/0087498312_01.jpg?v=639065075084100000,https://www.usereserva.com/camiseta-regular-pier-0087498-312/p
2045,Calça Sarja 5 Pockets Elastano Skinny Color,RESERVA,Reserva > Masculino > Calças > Coleção,499,499,0,https://lojausereserva.vtexassets.com/arquivos/ids/10738712/0035487040_01.jpg?v=639098813183400000,https://www.usereserva.com/calca-sarja-5-pockets-elastano-skinny-color-0035487-040/p
81716,Camisa Ml Flanela Twill,RESERVA,Reserva > Masculino > Camisas > Coleção,599,418.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/12371272/0092437330_01.jpg?v=639072032678700000,https://www.usereserva.com/camisa-ml-flanela-twill-0092437-330/p
98787,Camiseta Reserva Red Bird,RESERVA,Reserva > Masculino > Camisetas > Coleção,199,199,0,https://lojausereserva.vtexassets.com/arquivos/ids/12537639/0101840037_01.jpg?v=639095465227030000,https://www.usereserva.com/camiseta-reserva-red-bird-0101840-037/p
43405,Camiseta Estampa Pica Pau Vascaino Vasco,RESERVA,Reserva > Masculino > Camisetas > Coleção,219.9,109.9,50,https://lojausereserva.vtexassets.com/arquivos/ids/12158356/0081191014_01.jpg?v=639036711362500000,https://www.usereserva.com/camiseta-estampa-pica-pau-vascaino-vasco-0081191-014/p
104539,Tenis Rsv Croma Tech,RESERVA GO,GO > Masculino > Tênis > Coleção,799,799,0,https://lojausereserva.vtexassets.com/arquivos/ids/12594185/0104276901_01.jpg?v=639130061076600000,https://www.usereserva.com/tenis-rsv-croma-tech-0104276-901/p
66036,Polo Friso Rajado,RESERVA,Reserva > Masculino > Polos > Coleção,299,179.9,40,https://lojausereserva.vtexassets.com/arquivos/ids/11720807/0058208040_01.jpg?v=639071186652400000,https://www.usereserva.com/polo-friso-rajado-0058208-040/p
51577,Camisa Ml Oxford Premium,RESERVA,Reserva > Masculino > Camisas > Coleção,499,499,0,https://lojausereserva.vtexassets.com/arquivos/ids/12463259/0091012312_01.jpg?v=639098818859530000,https://www.usereserva.com/camisa-ml-oxford-premium-0091012-312/p
83616,Camiseta Slim Pima Est Reserva Lines,RESERVA,Reserva > Masculino > Camisetas > Coleção,359,322.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12463284/0097574312_01.jpg?v=639072074093470000,https://www.usereserva.com/camiseta-slim-pima-est-reserva-lines-0097574-312/p
51311,Camisa Ml Flame Leve,RESERVA,Reserva > Masculino > Camisas > Coleção,459,412.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12449346/0098052757_01.jpg?v=639071904861600000,https://www.usereserva.com/camisa-ml-flame-leve-0098052-757/p
51610,Camiseta Slim Listra Modal,RESERVA,Reserva > Masculino > Camisetas > Coleção,359,179.9,50,https://lojausereserva.vtexassets.com/arquivos/ids/12464940/0098402040_01.jpg?v=639071930073200000,https://www.usereserva.com/camiseta-slim-listra-modal-0098402-040/p
51609,Polo Slim Listra Modal,RESERVA,Reserva > Masculino > Polos > Coleção,459,229.9,50,https://lojausereserva.vtexassets.com/arquivos/ids/12464466/0098401040_01.jpg?v=639071930061900000,https://www.usereserva.com/polo-slim-listra-modal-0098401-040/p
89294,Calca Sarja Combat,RESERVA,Reserva > Masculino > Calças > Coleção,459,412.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12437588/0099885329_01.jpg?v=639036817759830000,https://www.usereserva.com/calca-sarja-combat-0099885-329/p
51599,Camiseta Enxuto Modal Color,RESERVA,Reserva > Masculino > Camisetas > Coleção,299,199.9,33,https://lojausereserva.vtexassets.com/arquivos/ids/12464360/0097999040_01.jpg?v=639071901209200000,https://www.usereserva.com/camiseta-enxuto-modal-color-0097999-040/p
7045,Polo Pima Piquet Elastano,RESERVA,Reserva > Masculino > Polos > Coleção,499,499,0,https://lojausereserva.vtexassets.com/arquivos/ids/11250734/0049162040_01.jpg?v=639098822014700000,https://www.usereserva.com/polo-pima-piquet-elastano-0049162-040/p
51167,Camiseta Super Slim Careca,RESERVA,Reserva > Masculino > Camisetas > Coleção,199,178.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12437917/0098492014_01.jpg?v=639071931944270000,https://www.usereserva.com/camiseta-super-slim-careca-0098492-014/p
83989,Camisa Mc Porto,RESERVA,Reserva > Masculino > Camisas > Coleção,399,318.9,20,https://lojausereserva.vtexassets.com/arquivos/ids/12437519/0098601037_01.jpg?v=639071940830430000,https://www.usereserva.com/camisa-mc-porto-0098601-037/p
83612,Camiseta Maquinetada Mendoza,RESERVA,Reserva > Masculino > Camisetas > Coleção,239,214.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12436784/0097535312_01.jpg?v=639072074023300000,https://www.usereserva.com/camiseta-maquinetada-mendoza-0097535-312/p
51156,Camisa Mc Flame Leve,RESERVA,Reserva > Masculino > Camisas > Promoção,399,358.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12438331/0098060387_01.jpg?v=639071906673400000,https://www.usereserva.com/camisa-mc-flame-leve-0098060-387/p
2545,Camisa Oxford Sport,RESERVA,Reserva > Masculino > Camisas > Coleção,499,499,0,https://lojausereserva.vtexassets.com/arquivos/ids/11897092/3574014_01.jpg?v=639092635465830000,https://www.usereserva.com/camisa-oxford-sport-3574-014/p
91119,Polo Enxuto Friso Unico,RESERVA,Reserva > Masculino > Polos > Coleção,259,206.9,20,https://lojausereserva.vtexassets.com/arquivos/ids/12437522/0096529014_01.jpg?v=639072056028600000,https://www.usereserva.com/polo-enxuto-friso-unico-0096529-014/p
51590,Bermuda Casual Tex,RESERVA,Reserva > Masculino > Bermudas e Shorts > Coleção,799,399.9,50,https://lojausereserva.vtexassets.com/arquivos/ids/12463926/0097773040_01.jpg?v=639072086701870000,https://www.usereserva.com/bermuda-casual-tex-0097773-040/p
80965,Camiseta Fla Maior Do Mundo,RESERVA,Reserva > Masculino > Camisetas > Coleção,219,119.9,45,https://lojausereserva.vtexassets.com/arquivos/ids/12185156/0089007014_01.jpg?v=639036736936530000,https://www.usereserva.com/camiseta-fla-maior-do-mundo-0089007-014/p
7033,Polo Pf Visco Piquet,RESERVA,Reserva > Masculino > Polos > Coleção,359,251.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/11250294/0049377040_01.jpg?v=639071174161230000,https://www.usereserva.com/polo-pf-visco-piquet-0049377-040/p
732,Bermuda Moletom Linho Diagonal,RESERVA,Reserva > Masculino > Bermudas e Shorts > Coleção,449,269.9,40,https://lojausereserva.vtexassets.com/arquivos/ids/10709900/0054931029_01.jpg?v=639071183054470000,https://www.usereserva.com/bermuda-moletom-linho-diagonal-0054931-029/p
47256,Calca Chino Comfort,RESERVA,Reserva > Masculino > Calças > Coleção,899,899,0,https://lojausereserva.vtexassets.com/arquivos/ids/12270380/0088068040_01.jpg?v=639098813514030000,https://www.usereserva.com/calca-chino-comfort-0088068-040/p
51261,Polo Bata Listrado Oliveiras,RESERVA,Reserva > Masculino > Polos > Coleção,399,358.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12443547/0097990312_01.jpg?v=639071899538200000,https://www.usereserva.com/polo-bata-listrado-oliveiras-0097990-312/p
51552,Regata Basica Bold Dry,RESERVA,Reserva > Masculino > Camisetas > Coleção,179,179,0,https://lojausereserva.vtexassets.com/arquivos/ids/12461114/0099894040_01.jpg?v=639058951970200000,https://www.usereserva.com/regata-basica-bold-dry-0099894-040/p
81875,Polo Pima Piquet,RESERVA,Reserva > Masculino > Polos > Coleção,499,348.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/12362818/0092817583_01.jpg?v=639072034432670000,https://www.usereserva.com/polo-pima-piquet-0092817-583/p
51614,Polo Regular Piazzi,RESERVA,Reserva > Masculino > Polos > Coleção,559,391.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/12465018/0098940040_01.jpg?v=639071984025300000,https://www.usereserva.com/polo-regular-piazzi-0098940-040/p
51621,Polo New Jazz Denim,RESERVA,Reserva > Masculino > Polos > Coleção,399,199.9,50,https://lojausereserva.vtexassets.com/arquivos/ids/12465508/0099789040_01.jpg?v=639084094389100000,https://www.usereserva.com/polo-new-jazz-denim-0099789-040/p
83739,Bermuda Moletom Basico New,RESERVA,Reserva > Masculino > Bermudas e Shorts > Coleção,359,286.9,20,https://lojausereserva.vtexassets.com/arquivos/ids/12454965/0097788040_01.jpg?v=639072088366430000,https://www.usereserva.com/bermuda-moletom-basico-new-0097788-040/p
83399,Polo Enxuto Friso Unico,RESERVA,Reserva > Masculino > Polos > Coleção,259,206.9,20,https://lojausereserva.vtexassets.com/arquivos/ids/12437255/0096529040_01.jpg?v=639072056041000000,https://www.usereserva.com/polo-enxuto-friso-unico-0096529-040/p
45678,Jaqueta Casual Sarja,RESERVA,Reserva > Masculino > Casacos e jaquetas > Coleção,999,999,0,https://lojausereserva.vtexassets.com/arquivos/ids/12211764/0082810071_01.jpg?v=639098818813270000,https://www.usereserva.com/jaqueta-casual-sarja-0082810-071/p
89206,Camisa Mc Nova Paraty,RESERVA,Reserva > Masculino > Camisas > Promoção,359,286.9,20,https://lojausereserva.vtexassets.com/arquivos/ids/12437949/0098061545_01.jpg?v=639071908454100000,https://www.usereserva.com/camisa-mc-nova-paraty-0098061-545/p
51405,Bermuda Moletom Basico New,RESERVA,Reserva > Masculino > Bermudas e Shorts > Coleção,359,322.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12454978/0097788312_01.jpg?v=639072088377870000,https://www.usereserva.com/bermuda-moletom-basico-new-0097788-312/p
73640,Polo Piquet Pima Enxuto Pica-pau Golden,RESERVA,Reserva > Masculino > Polos > Coleção,529,370.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/12497139/0072984312_01.jpg?v=639071210117600000,https://www.usereserva.com/polo-piquet-pima-enxuto-pica-pau-golden-0072984-312/p
82242,Short Elastico Estonado,RESERVA,Reserva > Masculino > Bermudas e Shorts > Coleção,459,366.9,20,https://lojausereserva.vtexassets.com/arquivos/ids/12373609/0093449396_01.jpg?v=639072043475200000,https://www.usereserva.com/short-elastico-estonado-0093449-396/p
87736,Camisa Ml Enxuto Micro Vichy,RESERVA,Reserva > Masculino > Camisas > Coleção,649,453.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/12211779/0082799467_01.jpg?v=639065074667770000,https://www.usereserva.com/camisa-ml-enxuto-micro-vichy-0082799-467/p
79857,Camisa Ml Linho Tinturado,RESERVA,Reserva > Masculino > Camisas > Coleção,799,558.9,30,https://lojausereserva.vtexassets.com/arquivos/ids/12277916/0087387010_01.jpg?v=639065169154800000,https://www.usereserva.com/camisa-ml-linho-tinturado-0087387-010/p
83879,Polo Slim Listra Modal,RESERVA,Reserva > Masculino > Polos > Coleção,459,229.9,50,https://lojausereserva.vtexassets.com/arquivos/ids/12464913/0098401312_01.jpg?v=639071930072870000,https://www.usereserva.com/polo-slim-listra-modal-0098401-312/p
66066,Polo Friso Rajado,RESERVA,Reserva > Masculino > Polos > Coleção,299,179.9,40,https://lojausereserva.vtexassets.com/arquivos/ids/11720782/0058208014_01.jpg?v=639071186640930000,https://www.usereserva.com/polo-friso-rajado-0058208-014/p
15371,Polo Friso Rajado,RESERVA,Reserva > Masculino > Polos > Coleção,299,179.9,40,https://lojausereserva.vtexassets.com/arquivos/ids/11720803/0058208312_01.jpg?v=639071186652700000,https://www.usereserva.com/polo-friso-rajado-0058208-312/p
83619,Camiseta Slim Pima Est Reserva Lines,RESERVA,Reserva > Masculino > Camisetas > Coleção,359,322.9,10,https://lojausereserva.vtexassets.com/arquivos/ids/12463870/0097574037_01.jpg?v=639072074094230000,https://www.usereserva.com/camiseta-slim-pima-est-reserva-lines-0097574-037/p
